rwscode,dutch_name,iupac_name,pubchem_cid,molecular_formula,molecular_weight,pubchem_iupac_name,smiles,inchikey,inchi
CHLFb,chlorofyl-b,chlorophyll b,11593175,C55H70MgN4O6,907.5,"magnesium methyl (3R,21S,22S)-16-ethenyl-11-ethyl-12-formyl-17,21,26-trimethyl-4-oxo-22-[3-oxo-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enoxy]propyl]-23,25-diaza-7,24-diazanidahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1,5,8(26),9,11,13(25),14,16,18,20(23)-decaene-3-carboxylate",CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C4=O)C(=O)OC)C)C=O.[Mg+2],NSMUHPMZFPKNMZ-VBYMZDBQSA-M,"InChI=1S/C55H71N4O6.Mg/c1-12-38-35(8)42-27-43-36(9)40(23-24-48(61)65-26-25-34(7)22-16-21-33(6)20-15-19-32(5)18-14-17-31(3)4)52(58-43)50-51(55(63)64-11)54(62)49-37(10)44(59-53(49)50)28-46-39(13-2)41(30-60)47(57-46)29-45(38)56-42;/h12,25,27-33,36,40,51H,1,13-24,26H2,2-11H3,(H-,56,57,58,59,60,62);/q-1;+2/p-1/b34-25+;/t32-,33-,36+,40+,51-;/m1./s1"
CN,cyanide,cyanide,5975,CN-,26.017,cyanide,[C-]#N,XFXPMWWXUTWYJX-UHFFFAOYSA-N,InChI=1S/CN/c1-2/q-1
CNazne,cyanazine,cyanazine,30773,C9H13ClN6,240.69,"2-[[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino]-2-methylpropanenitrile",CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,MZZBPDKVEFVLFF-UHFFFAOYSA-N,"InChI=1S/C9H13ClN6/c1-4-12-7-13-6(10)14-8(15-7)16-9(2,3)5-11/h4H2,1-3H3,(H2,12,13,14,15,16)"
CNgandne,cyaanguanidine,cyanoguanidine,10005,C2H4N4,84.08,2-cyanoguanidine,C(#N)N=C(N)N,QGBSISYHAICWAH-UHFFFAOYSA-N,"InChI=1S/C2H4N4/c3-1-6-2(4)5/h(H4,4,5,6)"
CNuzr,cyanuurzuur,cyanuric acid,7956,C3H3N3O3,129.07,"1,3,5-triazinane-2,4,6-trione",C1(=O)NC(=O)NC(=O)N1,ZFSLODLOARCGLH-UHFFFAOYSA-N,"InChI=1S/C3H3N3O3/c7-1-4-2(8)6-3(9)5-1/h(H3,4,5,6,7,8,9)"
CNvrij,cyanide-vrij,free cyanide,,,,,,,
CO2,kooldioxide,carbon dioxide,280,CO2,44.009,carbon dioxide,C(=O)=O,CURLTUGMZLYLDI-UHFFFAOYSA-N,InChI=1S/CO2/c2-1-3
CO3,carbonaat,carbonate,19660,CO3-2,60.009,carbonate,C(=O)([O-])[O-],BVKZGUZCCUSVTD-UHFFFAOYSA-L,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-2"
CS2,koolstofdisulfide,carbon disulfide,6348,CS2,76.15,methanedithione,C(=S)=S,QGJOPFRUJISHPQ-UHFFFAOYSA-N,InChI=1S/CS2/c2-1-3
CUSP,Cuspidothrix,Cuspidothrix,,,,,,,
CYANBTRDLG,Cyanobacteriedrijflaag,Cyanobacteria floating layer,,,,,,,
CYLI,Cylindrospermopsis,Cylindrospermopsis,,,,,,,
CZV,Chemisch zuurstofverbruik,Chemical oxygen demand,,,,,,,
Ca,calcium,calcium,5460341,Ca,40.08,calcium,[Ca],OYPRJOBELJOOCE-UHFFFAOYSA-N,InChI=1S/Ca
CaCO3,calciumcarbonaat,calcium carbonate,10112,CCaO3,100.09,calcium carbonate,C(=O)([O-])[O-].[Ca+2],VTYYLEPIZMXCLO-UHFFFAOYSA-L,"InChI=1S/CH2O3.Ca/c2-1(3)4;/h(H2,2,3,4);/q;+2/p-2"
Canorg,koolstof anorganisch,inorganic carbon,,,,,,,
Cd,cadmium,cadmium,23973,Cd,112.41,cadmium,[Cd],BDOSMKKIYDKNTQ-UHFFFAOYSA-N,InChI=1S/Cd
Ce,cerium,cerium,23974,Ce,140.116,cerium,[Ce],GWXLDORMOJMVQZ-UHFFFAOYSA-N,InChI=1S/Ce
Ce144,cerium 144,cerium-144,26874,Ce,143.91365,cerium-144,[144Ce],GWXLDORMOJMVQZ-RNFDNDRNSA-N,InChI=1S/Ce/i1+4
Chr,chryseen,chrysene,9171,C18H12,228.3,chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,WDECIBYCCFPHNR-UHFFFAOYSA-N,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H
Cl,chloride,chloride,312,Cl-,35.45,chloride,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,InChI=1S/ClH/h1H/p-1
ClAeT,chlooramine-T,chloramine-T,3641960,C7H7ClNNaO2S,227.64,sodium chloro-(4-methylphenyl)sulfonylazanide,CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.[Na+],VDQQXEISLMTGAB-UHFFFAOYSA-N,"InChI=1S/C7H7ClNO2S.Na/c1-6-2-4-7(5-3-6)12(10,11)9-8;/h2-5H,1H3;/q-1;+1"
ClBen,chloorbenzeen,chlorobenzene,7964,C6H5Cl,112.55,chlorobenzene,C1=CC=C(C=C1)Cl,MVPPADPHJFYWMZ-UHFFFAOYSA-N,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H
ClC1a,chloormethaan,chloromethane,6327,CH3Cl,50.49,chloromethane,CCl,NEHMKBQYUWJMIP-UHFFFAOYSA-N,InChI=1S/CH3Cl/c1-2/h1H3
ClC2a,chloorethaan,chloroethane,6337,C2H5Cl,64.51,chloroethane,CCCl,HRYZWHHZPQKTII-UHFFFAOYSA-N,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3"
ClC2e,chlooretheen (vinylchloride),chloroethene,6338,C2H3Cl,62.50,chloroethene,C=CCl,BZHJMEDXRYGGRV-UHFFFAOYSA-N,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2"
ClC3yat,chloorpropylaat,chloropropylate,22094,C17H16Cl2O3,339.2,"propan-2-yl 2,2-bis(4-chlorophenyl)-2-hydroxyacetate",CC(C)OC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,AXGUBXVWZBFQGA-UHFFFAOYSA-N,"InChI=1S/C17H16Cl2O3/c1-11(2)22-16(20)17(21,12-3-7-14(18)8-4-12)13-5-9-15(19)10-6-13/h3-11,21H,1-2H3"
ClHAc,chloorazijnzuur,chloroacetic acid,300,C2H3ClO2,94.50,2-chloroacetic acid,C(C(=O)O)Cl,FOCAUTSVDIKZOP-UHFFFAOYSA-N,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)"
ClOxnl,chlooroxynil,chloroxynil,74685,C7H3Cl2NO,188.01,"3,5-dichloro-4-hydroxybenzonitrile",C1=C(C=C(C(=C1Cl)O)Cl)C#N,YRSSHOVRSMQULE-UHFFFAOYSA-N,"InChI=1S/C7H3Cl2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H"
ClT4ccne,chloortetracycline,chlortetracycline,54675777,C22H23ClN2O8,478.9,"(4S,4aS,5aS,6S,12aR)-7-chloro-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,DHPRQBPJLMKORJ-XRNKAMNCSA-N,"InChI=1S/C22H23ClN2O8/c1-21(32)7-6-8-15(25(2)3)17(28)13(20(24)31)19(30)22(8,33)18(29)11(7)16(27)12-10(26)5-4-9(23)14(12)21/h4-5,7-8,15,26-27,30,32-33H,6H2,1-3H3,(H2,24,31)/t7-,8-,15-,21-,22-/m0/s1"
Clafncl,chlooramfenicol,chloramphenicol,5959,C11H12Cl2N2O5,323.13,"2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],WIIZWVCIJKGZOK-RKDXNWHRSA-N,"InChI=1S/C11H12Cl2N2O5/c12-10(13)11(18)14-8(5-16)9(17)6-1-3-7(4-2-6)15(19)20/h1-4,8-10,16-17H,5H2,(H,14,18)/t8-,9-/m1/s1"
Clbfm,chloorbufam,chlorbufam,16073,C11H10ClNO2,223.65,but-3-yn-2-yl N-(3-chlorophenyl)carbamate,CC(C#C)OC(=O)NC1=CC(=CC=C1)Cl,ULBXWWGWDPVHAO-UHFFFAOYSA-N,"InChI=1S/C11H10ClNO2/c1-3-8(2)15-11(14)13-10-6-4-5-9(12)7-10/h1,4-8H,2H3,(H,13,14)"
Clbmrn,chloorbromuron,chlorbromuron,25912,C9H10BrClN2O2,293.54,3-(4-bromo-3-chlorophenyl)-1-methoxy-1-methylurea,CN(C(=O)NC1=CC(=C(C=C1)Br)Cl)OC,NLYNUTMZTCLNOO-UHFFFAOYSA-N,"InChI=1S/C9H10BrClN2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)"
Clbsde,chloorbenside,chlorbenside,7639,C13H10Cl2S,269.2,1-chloro-4-[(4-chlorophenyl)methylsulfanyl]benzene,C1=CC(=CC=C1CSC2=CC=C(C=C2)Cl)Cl,ZHLKXBJTJHRTTE-UHFFFAOYSA-N,"InChI=1S/C13H10Cl2S/c14-11-3-1-10(2-4-11)9-16-13-7-5-12(15)6-8-13/h1-8H,9H2"
Cldn,chloordaan,chlordane,11954021,C10H6Cl8,409.8,"(1R,7S)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene",C1C2C(C(C1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,BIWJNBZANLAXMG-YQELWRJZSA-N,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2/t2?,3?,4?,5?,8-,9+/m0/s1"
Clfapr,chloorfenapyr,chlorfenapyr,91778,C15H11BrClF3N2O,407.61,4-bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)pyrrole-3-carbonitrile,CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl,CWFOCCVIPCEQCK-UHFFFAOYSA-N,"InChI=1S/C15H11BrClF3N2O/c1-2-23-8-22-13(9-3-5-10(17)6-4-9)11(7-21)12(16)14(22)15(18,19)20/h3-6H,2,8H2,1H3"
Clfazrn,chloorfluazuron,chlorfluazuron,91708,C20H9Cl3F5N3O3,540.6,"N-[[3,5-dichloro-4-[[3-chloro-5-(trifluoromethyl)-2-pyridinyl]oxy]phenyl]carbamoyl]-2,6-difluorobenzamide",C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC3=C(C=C(C=N3)C(F)(F)F)Cl)Cl)F,UISUNVFOGSJSKD-UHFFFAOYSA-N,"InChI=1S/C20H9Cl3F5N3O3/c21-10-5-9(30-19(33)31-17(32)15-13(24)2-1-3-14(15)25)6-11(22)16(10)34-18-12(23)4-8(7-29-18)20(26,27)28/h1-7H,(H2,30,31,32,33)"
Clfsn,chloorfenson,chlorfenson,6635,C12H8Cl2O3S,303.2,(4-chlorophenyl) 4-chlorobenzenesulfonate,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl,RZXLPPRPEOUENN-UHFFFAOYSA-N,"InChI=1S/C12H8Cl2O3S/c13-9-1-5-11(6-2-9)17-18(15,16)12-7-3-10(14)4-8-12/h1-8H"
Clfvfs,chloorfenvinfos,chlorfenvinphos,10107,C12H14Cl3O4P,359.6,"[2-chloro-1-(2,4-dichlorophenyl)ethenyl] diethyl phosphate",CCOP(=O)(OCC)OC(=CCl)C1=C(C=C(C=C1)Cl)Cl,FSAVDKDHPDSCTO-UHFFFAOYSA-N,"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3"
Clidzn,chloridazon,chloridazon,15546,C10H8ClN3O,221.64,5-amino-4-chloro-2-phenylpyridazin-3-one,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,WYKYKTKDBLFHCY-UHFFFAOYSA-N,"InChI=1S/C10H8ClN3O/c11-9-8(12)6-13-14(10(9)15)7-4-2-1-3-5-7/h1-6H,12H2"
Clmfs,chloormefos,chlormephos,32739,C5H12ClO2PS2,234.7,chloromethylsulfanyl-diethoxy-sulfanylidene-lambda5-phosphane,CCOP(=S)(OCC)SCCl,QGTYWWGEWOBMAK-UHFFFAOYSA-N,"InChI=1S/C5H12ClO2PS2/c1-3-7-9(10,8-4-2)11-5-6/h3-5H2,1-2H3"
ClmqCl,chloormequatchloride,chlormequat chloride,13836,C5H13Cl2N,158.07,2-chloroethyl(trimethyl)azanium chloride,C[N+](C)(C)CCCl.[Cl-],UHZZMRAGKVHANO-UHFFFAOYSA-M,"InChI=1S/C5H13ClN.ClH/c1-7(2,3)5-4-6;/h4-5H2,1-3H3;1H/q+1;/p-1"
Cloxrn,chlooroxuron,chloroxuron,16115,C15H15ClN2O2,290.74,"3-[4-(4-chlorophenoxy)phenyl]-1,1-dimethylurea",CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,IVUXTESCPZUGJC-UHFFFAOYSA-N,"InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)"
Clpfm,chloorprofam,chlorpropham,2728,C10H12ClNO2,213.66,propan-2-yl N-(3-chlorophenyl)carbamate,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,CWJSHJJYOPWUGX-UHFFFAOYSA-N,"InChI=1S/C10H12ClNO2/c1-7(2)14-10(13)12-9-5-3-4-8(11)6-9/h3-7H,1-2H3,(H,12,13)"
Clsfrn,chloorsulfuron,chlorsulfuron,47491,C12H12ClN5O4S,357.77,"1-(2-chlorophenyl)sulfonyl-3-(4-methoxy-6-methyl-1,3,5-triazin-2-yl)urea",CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2Cl,VJYIFXVZLXQVHO-UHFFFAOYSA-N,"InChI=1S/C12H12ClN5O4S/c1-7-14-10(17-12(15-7)22-2)16-11(19)18-23(20,21)9-6-4-3-5-8(9)13/h3-6H,1-2H3,(H2,14,15,16,17,18,19)"
CltaAd,chloorthiamide,chlorthiamid,2734819,C7H5Cl2NS,206.09,"2,6-dichlorobenzenecarbothioamide",C1=CC(=C(C(=C1)Cl)C(=S)N)Cl,KGKGSIUWJCAFPX-UHFFFAOYSA-N,"InChI=1S/C7H5Cl2NS/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H2,10,11)"
Cltlnl,chloorthalonil,chlorothalonil,15910,C8Cl4N2,265.9,"2,4,5,6-tetrachlorobenzene-1,3-dicarbonitrile",C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,CRQQGFGUEAVUIL-UHFFFAOYSA-N,InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14
Cltlrn,chloortoluron,chlortoluron,27375,C10H13ClN2O,212.67,"3-(3-chloro-4-methylphenyl)-1,1-dimethylurea",CC1=C(C=C(C=C1)NC(=O)N(C)C)Cl,JXCGFZXSOMJFOA-UHFFFAOYSA-N,"InChI=1S/C10H13ClN2O/c1-7-4-5-8(6-9(7)11)12-10(14)13(2)3/h4-6H,1-3H3,(H,12,14)"
Co,kobalt,cobalt,104730,Co,58.93319,cobalt,[Co],GUTLYIVDDKVIGB-UHFFFAOYSA-N,InChI=1S/Co
Co58,kobalt 58,cobalt-58,131635187,C63H88CoN14O14P,1354.4,"cobalt-58(3+);[(2R,3S,4R,5S)-5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] [(2R)-1-[3-[(2R,3R,4Z,7S,9Z,12S,13S,14Z,17S,18S,19R)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl] phosphate;cyanide",CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[58Co+3],FDJOLVPMNUYSCM-CMCSPNAWSA-L,"InChI=1S/C62H90N13O14P.CN.Co/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51(74-62)33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-55)23-42-58(6,7)35(13-16-44(64)78)50(72-42)32(4)54(59)73-56;1-2;/h20-21,23,28,31,34-37,41,52-53,56-57,76,84H,12-19,22,24-27H2,1-11H3,(H15,63,64,65,66,67,68,69,71,72,73,74,77,78,79,80,81,82,83,85,86);;/q;-1;+3/p-2/t31-,34-,35-,36-,37+,41-,52-,53-,56?,57+,59-,60+,61+,62+;;/m1../s1/i;;1-1"
Co60,kobalt 60,cobalt-60,61492,Co,59.933816,cobalt-60,[60Co],GUTLYIVDDKVIGB-OUBTZVSYSA-N,InChI=1S/Co/i1+1
Corg,koolstof organisch,organic carbon,,,,,,,
CoxC1yTC8yOH,"Carboxymethyldimethyl-3-[[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoroctyl)sulfonyl]amino]propylammonium","carboxymethyldimethyl-3-[[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfonyl]amino]propylammonium",,,,,,,
Cr,chroom,chromium,23976,Cr,51.996,chromium,[Cr],VYZAMTAEIAYCRO-UHFFFAOYSA-N,InChI=1S/Cr
CrVI,chroom (zeswaardig),hexavalent chromium,29131,Cr+6,51.996,chromium(6+),[Cr+6],JOPOVCBBYLSVDA-UHFFFAOYSA-N,InChI=1S/Cr/q+6
Cs,cesium,cesium,5354618,Cs,132.9054520,cesium,[Cs],TVFDJXOCXUVLDH-UHFFFAOYSA-N,InChI=1S/Cs
Cs134,cesium 134,cesium-134,6335485,Cs,133.9067185,cesium-134,[134Cs],TVFDJXOCXUVLDH-OUBTZVSYSA-N,InChI=1S/Cs/i1+1
Cs137,cesium 137,cesium-137,5486527,Cs,136.907089,cesium-137,[137Cs],TVFDJXOCXUVLDH-RNFDNDRNSA-N,InChI=1S/Cs/i1+4
Cu,koper,copper,23978,Cu,63.55,copper,[Cu],RYGMFSIKBFXOCR-UHFFFAOYSA-N,InChI=1S/Cu
DBahAnt,"dibenzo(a,h)antraceen","dibenzo[a,h]anthracene",5889,C22H14,278.3,"naphtho[1,2-b]phenanthrene",C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32,LHRCREOYAASXPZ-UHFFFAOYSA-N,InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1-14H
DBrC1a,dibroommethaan,dibromomethane,3024,CH2Br2,173.83,dibromomethane,C(Br)Br,FJBFPHVGVWTDIP-UHFFFAOYSA-N,InChI=1S/CH2Br2/c2-1-3/h1H2
DBrClC1a,dibroomchloormethaan,dibromochloromethane,31296,CHBr2Cl,208.28,dibromo(chloro)methane,C(Cl)(Br)Br,GATVIKZLVQHOMN-UHFFFAOYSA-N,InChI=1S/CHBr2Cl/c2-1(3)4/h1H
DBrClHAc,dibroomchloorazijnzuur,dibromochloroacetic acid,115266,C2HBr2ClO2,252.29,"2,2-dibromo-2-chloroacetic acid",C(=O)(C(Cl)(Br)Br)O,UCZDDMGNCJJAHK-UHFFFAOYSA-N,"InChI=1S/C2HBr2ClO2/c3-2(4,5)1(6)7/h(H,6,7)"
DBrHAc,dibroomazijnzuur,dibromoacetic acid,12433,C2H2Br2O2,217.84,"2,2-dibromoacetic acid",C(C(=O)O)(Br)Br,SIEILFNCEFEENQ-UHFFFAOYSA-N,"InChI=1S/C2H2Br2O2/c3-1(4)2(5)6/h1H,(H,5,6)"
DC1oxC1a,dimethoxymethaan,dimethoxymethane,8020,C3H8O2,76.09,dimethoxymethane,COCOC,NKDDWNXOKDWJAK-UHFFFAOYSA-N,"InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3"
DC1yAe,dimethylamine,dimethylamine,674,C2H7N,45.08,N-methylmethanamine,CNC,ROSDSFDQCJNGOL-UHFFFAOYSA-N,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3"
DC1yDS,dimethyldisulfide,dimethyl disulfide,12232,C2H6S2,94.20,(methyldisulfanyl)methane,CSSC,WQOXQRCZOLPYPM-UHFFFAOYSA-N,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3
DC1yFt,dimethylftalaat,dimethyl phthalate,8554,C10H10O4,194.18,"dimethyl benzene-1,2-dicarboxylate",COC(=O)C1=CC=CC=C1C(=O)OC,NIQCNGHVCWTJSM-UHFFFAOYSA-N,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3"
DC1yS,dimethylsulfide,dimethyl sulfide,1068,C2H6S,62.14,methylsulfanylmethane,CSC,QMMFVYPAHWMCMS-UHFFFAOYSA-N,InChI=1S/C2H6S/c1-3-2/h1-2H3
DC1yfAd,dimethylformamide,dimethylformamide,6228,C3H7NO,73.09,"N,N-dimethylformamide",CN(C)C=O,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3"
DC1ysAd,dimethylsulfamide,dimethylsulfamide,134472,C2H8N2O2S,124.17,[methyl(sulfamoyl)amino]methane,CN(C)S(=O)(=O)N,QMHAHUAQAJVBIW-UHFFFAOYSA-N,"InChI=1S/C2H8N2O2S/c1-4(2)7(3,5)6/h1-2H3,(H2,3,5,6)"
DC2yEtr,diethylether,diethyl ether,3283,C4H10O,74.12,ethoxyethane,CCOCC,RTZKZFJDLAIYFH-UHFFFAOYSA-N,"InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3"
DC2yFt,diethylftalaat,diethyl phthalate,6781,C12H14O4,222.24,"diethyl benzene-1,2-dicarboxylate",CCOC(=O)C1=CC=CC=C1C(=O)OCC,FLKPEMZONWLCSK-UHFFFAOYSA-N,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3"
DC2yegcl,diethyleenglycol,diethylene glycol,8117,C4H10O3,106.12,2-(2-hydroxyethoxy)ethanol,C(COCCO)O,MTHSVFCYNBDYFN-UHFFFAOYSA-N,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2"
DC3yFt,dipropylftalaat,dipropyl phthalate,8559,C14H18O4,250.29,"dipropyl benzene-1,2-dicarboxylate",CCCOC(=O)C1=CC=CC=C1C(=O)OCCC,MQHNKCZKNAJROC-UHFFFAOYSA-N,"InChI=1S/C14H18O4/c1-3-9-17-13(15)11-7-5-6-8-12(11)14(16)18-10-4-2/h5-8H,3-4,9-10H2,1-2H3"
DC4yFt,dibutylftalaat,dibutyl phthalate,3026,C16H22O4,278.34,"dibutyl benzene-1,2-dicarboxylate",CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,DOIRQSBPFJWKBE-UHFFFAOYSA-N,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3"
DC4ySn,dibutyltin (kation),dibutyltin,6513,C8H20Sn,234.95,dibutylstannane,CCCC[SnH2]CCCC,WCRDXYSYPCEIAK-UHFFFAOYSA-N,"InChI=1S/2C4H9.Sn.2H/c2*1-3-4-2;;;/h2*1,3-4H2,2H3;;;"
DC5yFt,dipentylftalaat,dipentyl phthalate,8561,C18H26O4,306.4,"dipentyl benzene-1,2-dicarboxylate",CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC,IPKKHRVROFYTEK-UHFFFAOYSA-N,"InChI=1S/C18H26O4/c1-3-5-9-13-21-17(19)15-11-7-8-12-16(15)18(20)22-14-10-6-4-2/h7-8,11-12H,3-6,9-10,13-14H2,1-2H3"
DC6yFt,dihexylftalaat,dihexyl phthalate,6786,C20H30O4,334.4,"dihexyl benzene-1,2-dicarboxylate",CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC,KCXZNSGUUQJJTR-UHFFFAOYSA-N,"InChI=1S/C20H30O4/c1-3-5-7-11-15-23-19(21)17-13-9-10-14-18(17)20(22)24-16-12-8-6-4-2/h9-10,13-14H,3-8,11-12,15-16H2,1-2H3"
DC7yFt,diheptylftalaat,diheptyl phthalate,19284,C22H34O4,362.5,"diheptyl benzene-1,2-dicarboxylate",CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC,JQCXWCOOWVGKMT-UHFFFAOYSA-N,"InChI=1S/C22H34O4/c1-3-5-7-9-13-17-25-21(23)19-15-11-12-16-20(19)22(24)26-18-14-10-8-6-4-2/h11-12,15-16H,3-10,13-14,17-18H2,1-2H3"
DC8yFt,dioctylftalaat,dioctyl phthalate,8346,C24H38O4,390.6,"dioctyl benzene-1,2-dicarboxylate",CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,MQIUGAXCHLFZKX-UHFFFAOYSA-N,"InChI=1S/C24H38O4/c1-3-5-7-9-11-15-19-27-23(25)21-17-13-14-18-22(21)24(26)28-20-16-12-10-8-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3"
DC9yFt,dinonylftalaat,dinonyl phthalate,6787,C26H42O4,418.6,"dinonyl benzene-1,2-dicarboxylate",CCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCCC,DROMNWUQASBTFM-UHFFFAOYSA-N,"InChI=1S/C26H42O4/c1-3-5-7-9-11-13-17-21-29-25(27)23-19-15-16-20-24(23)26(28)30-22-18-14-12-10-8-6-4-2/h15-16,19-20H,3-14,17-18,21-22H2,1-2H3"
DClBrC1a,dichloorbroommethaan,dichlorobromomethane,6359,CHBrCl2,163.83,bromo(dichloro)methane,C(Cl)(Cl)Br,FMWLUWPQPKEARP-UHFFFAOYSA-N,InChI=1S/CHBrCl2/c2-1(3)4/h1H
DClC1a,dichloormethaan,dichloromethane,6344,CH2Cl2,84.93,dichloromethane,C(Cl)Cl,YMWUJEATGCHHMB-UHFFFAOYSA-N,InChI=1S/CH2Cl2/c2-1-3/h1H2
